TransacaoID,Data,Itens,TotalItens,Categorias
T1993,2025-02-15 10:24:16.613879,"Inseticida, Biscoito Salgado, Cerveja IPA, Rum",4,"Cervejas, Destilados, Limpeza Pesada, Acompanhamentos"
T1994,2025-02-17 09:24:16.613879,"Fralda M, Mamadeira, Leite em Pó",3,Bebês
T1995,2025-05-30 08:24:16.613879,"Limpa Vidros, Sabonete Líquido, Gin, Limpa-Fornos, Farinha de Mandioca, Amendoim, Shampoo, Fralda XG, Cerveja Weiss, Salgadinhos, Castanha de Caju, Vinho do Porto, Papinha, Cerveja Artesanal, Condicionador, Cachaça",16,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Vinhos, Acompanhamentos"
T1996,2025-05-15 08:24:16.613879,"Amendoim, Cachaça, Vodka, Rum, Gin, Cerveja Pilsen, Whisky, Batata Chips",8,"Cervejas, Destilados, Acompanhamentos"
T1997,2025-03-22 02:24:16.613879,"Fralda M, Mamadeira, Leite em Pó, Pasta de Dente",4,"Limpeza Pessoal, Bebês"
T1998,2025-01-30 08:24:16.613879,"Arroz Branco, Feijão Carioca, Cerveja Weiss, Óleo de Soja",4,"Cervejas, Grãos"
T1999,2025-02-10 09:24:16.613879,"Arroz Branco, Cachaça, Vodka, Feijão Carioca, Whisky, Óleo de Soja",6,"Grãos, Destilados"
T2000,2025-02-17 23:24:16.613879,"Condicionador, Lentilha, Feijão Preto, Farinha de Mandioca, Cerveja Weiss, Papinha, Mamadeira, Fralda XG, Vinho Branco, Cerveja Artesanal, Tequila, Fralda P, Lenço Umedecido, Farinha de Trigo",14,"Destilados, Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Grãos"
T2001,2025-03-17 09:24:16.613879,"Vinho do Porto, Arroz Integral, Sabonete Líquido, Cerveja Lager, Fralda G, Macarrão Espaguete",6,"Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Grãos"
T2002,2025-06-02 09:24:16.613879,"Desentupidor, Limpa-Fornos, Inseticida, Água Sanitária, Amaciante, Sabão em Pó",6,"Limpeza Geral, Limpeza Pesada"
T2003,2025-02-17 23:24:16.613879,"Detergente Industrial, Torradas, Vinho Rosé, Cachaça, Limpa-Fornos, Sabonete Líquido, Pasta de Amendoim, Tábua de Queijos, Biscoito Salgado, Vinho Tinto Seco, Cerveja IPA, Pomada Assadura, Sabão em Pó, Limpa Vidros, Shampoo, Desinfetante, Macarrão Parafuso, Lentilha, Macarrão Penne",19,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Limpeza Geral, Grãos, Acompanhamentos"
T2004,2025-02-28 04:24:16.613879,"Amendoim, Azeitona, Cerveja IPA, Biscoito de Polvilho, Castanha de Caju, Tábua de Queijos",6,"Cervejas, Acompanhamentos"
T2005,2025-04-07 11:24:16.613879,"Sabonete Líquido, Creme de Barbear, Papinha, Fralda G",4,"Limpeza Pessoal, Bebês"
T2006,2025-03-10 01:24:16.613879,"Condicionador, Lenço Umedecido, Fralda P, Fio Dental, Pasta de Dente, Pomada Assadura, Shampoo, Creme de Barbear",8,"Limpeza Pessoal, Bebês"
T2007,2025-03-15 08:24:16.613879,"Azeitona, Vodka, Cachaça, Cerveja Weiss, Biscoito de Polvilho",5,"Cervejas, Destilados, Acompanhamentos"
T2008,2025-03-29 10:24:16.613879,"Azeitona, Pasta de Amendoim, Cerveja Weiss, Biscoito de Polvilho, Castanha de Caju",5,"Cervejas, Acompanhamentos"
T2009,2025-06-17 11:24:16.613879,"Desentupidor, Detergente Industrial, Água Sanitária, Amaciante, Sabão em Pó, Desinfetante",6,"Limpeza Geral, Limpeza Pesada"
T2010,2025-01-31 09:24:16.613879,"Azeitona, Rum, Vodka, Cachaça, Whisky, Cerveja Weiss, Biscoito de Polvilho, Tequila",8,"Cervejas, Destilados, Acompanhamentos"
T2011,2025-05-04 09:24:16.613879,"Detergente Industrial, Multiuso, Água Sanitária, Desinfetante, Saco de Lixo",5,"Limpeza Geral, Limpeza Pesada"
T2012,2025-03-09 07:24:16.613879,"Desentupidor, Shampoo, Amaciante, Papinha, Biscoito de Polvilho, Farinha de Mandioca, Fralda P, Espumante, Biscoito Salgado, Tábua de Queijos, Saco de Lixo, Vinho do Porto, Batata Chips, Multiuso, Vinho Rosé, Feijão Preto, Álcool 70%, Arroz Branco, Cerveja Artesanal",19,"Cervejas, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Vinhos, Grãos, Acompanhamentos"
T2013,2025-03-03 03:24:16.613879,"Álcool 70%, Água Sanitária, Multiuso, Amaciante, Sabão em Pó, Saco de Lixo",6,"Limpeza Pesada, Limpeza Geral"
T2014,2025-01-02 10:24:16.613879,"Sabonete Líquido, Lenço Umedecido, Fralda P, Fio Dental, Pomada Assadura, Shampoo",6,"Limpeza Pessoal, Bebês"
T2015,2024-12-23 11:24:16.613879,"Cachaça, Vodka, Rum, Gin, Whisky, Cerveja IPA, Castanha de Caju, Tábua de Queijos",8,"Cervejas, Destilados, Acompanhamentos"
T2016,2025-04-22 05:24:16.613879,"Desinfetante, Multiuso, Saco de Lixo",3,"Limpeza Geral, Limpeza Pesada"
T2017,2025-04-20 09:24:16.613879,"Arroz Branco, Feijão Carioca, Salgadinhos, Óleo de Soja, Tábua de Queijos",5,"Grãos, Acompanhamentos"
T2018,2025-03-02 07:24:16.613879,"Cerveja Artesanal, Lenço Umedecido, Cerveja IPA, Cerveja Zero Álcool, Água Sanitária",5,"Cervejas, Limpeza Pesada, Bebês"
T2019,2025-02-16 09:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fralda P",3,Bebês
T2020,2025-03-31 10:24:16.613879,"Amendoim, Cachaça, Vodka, Rum, Cerveja Pilsen, Whisky, Batata Chips, Tequila",8,"Cervejas, Destilados, Acompanhamentos"
T2021,2025-06-12 11:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó, Inseticida",4,"Limpeza Geral, Limpeza Pesada"
T2022,2025-02-16 12:24:16.613879,"Arroz Branco, Tequila, Fralda P, Gin, Vinho do Porto, Álcool 70%, Salgadinhos, Leite em Pó, Biscoito Salgado, Vinho Tinto Seco, Macarrão Parafuso, Amaciante, Castanha de Caju, Torradas, Pasta de Amendoim, Vinho Rosé, Cerveja Zero Álcool, Cerveja Artesanal",18,"Destilados, Massas, Bebês, Limpeza Geral, Vinhos, Cervejas, Grãos, Acompanhamentos"
T2023,2025-04-04 09:24:16.613879,"Fralda M, Mamadeira, Shampoo, Leite em Pó",4,"Limpeza Pessoal, Bebês"
T2024,2025-03-05 00:24:16.613879,"Cerveja Artesanal, Lenço Umedecido, Pasta de Amendoim, Detergente Industrial, Feijão Preto",5,"Limpeza Pesada, Bebês, Cervejas, Grãos, Acompanhamentos"
T2025,2025-06-08 11:24:16.613879,"Azeitona, Biscoito de Polvilho, Cerveja Weiss",3,"Cervejas, Acompanhamentos"
T2026,2025-03-28 10:24:16.613879,"Macarrão Instantâneo, Shampoo, Cerveja Lager, Cerveja Artesanal, Leite em Pó, Farinha de Trigo, Feijão Carioca, Inseticida, Castanha de Caju, Álcool 70%, Grão-de-Bico, Rum, Papinha, Amendoim",14,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T2027,2024-12-30 10:24:16.613879,"Amendoim, Pasta de Amendoim, Cerveja Pilsen, Biscoito de Polvilho, Batata Chips, Castanha de Caju, Tábua de Queijos",7,"Cervejas, Acompanhamentos"
T2028,2025-03-24 00:24:16.613879,"Pomada Assadura, Lenço Umedecido, Leite em Pó, Fralda P",4,Bebês
T2029,2025-03-17 02:24:16.613879,"Arroz Branco, Feijão Carioca, Fralda M, Óleo de Soja, Mamadeira, Papinha, Pomada Assadura",7,"Grãos, Bebês"
T2030,2025-01-24 10:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos, Amendoim",4,"Cervejas, Acompanhamentos"
T2031,2025-02-15 09:24:16.613879,"Leite Integral, Pão Francês, Manteiga, Amendoim",4,Acompanhamentos
T2032,2025-04-09 07:24:16.613879,"Sabonete Líquido, Papinha, Fralda G",3,"Limpeza Pessoal, Bebês"
T2033,2025-03-11 03:24:16.613879,"Arroz Branco, Feijão Carioca, Álcool 70%, Limpa Vidros, Óleo de Soja, Amaciante",6,"Grãos, Limpeza Geral"
T2034,2025-06-03 03:24:16.613879,"Azeitona, Leite em Pó",2,"Bebês, Acompanhamentos"
T2035,2025-02-25 07:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips, Biscoito de Polvilho",4,"Cervejas, Acompanhamentos"
T2036,2025-04-17 01:24:16.613879,"Amendoim, Biscoito Salgado, Cerveja Pilsen, Batata Chips",4,"Cervejas, Acompanhamentos"
T2037,2025-05-09 05:24:16.613879,"Cerveja Weiss, Cachaça, Feijão Preto, Castanha de Caju, Macarrão Espaguete, Tequila, Desentupidor, Condicionador, Gin, Batata Chips, Cerveja Lager, Salgadinhos, Arroz Integral, Fralda M, Pasta de Dente, Limpa Vidros, Biscoito de Polvilho, Vinho do Porto, Grão-de-Bico",19,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Vinhos, Grãos, Acompanhamentos"
T2038,2025-04-04 23:24:16.613879,"Grão-de-Bico, Macarrão Penne, Inseticida, Mamadeira",4,"Massas, Grãos, Limpeza Pesada, Bebês"
T2039,2025-06-02 09:24:16.613879,"Arroz Branco, Fralda P, Feijão Carioca, Óleo de Soja",4,"Grãos, Bebês"
T2040,2025-04-29 08:24:16.613879,"Arroz Branco, Creme de Barbear, Feijão Carioca, Óleo de Soja",4,"Grãos, Limpeza Pessoal"
T2041,2025-05-06 10:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fralda P",3,Bebês
T2042,2025-01-20 06:24:16.613879,"Batata Chips, Lenço Umedecido, Macarrão Parafuso, Farinha de Trigo, Limpa-Fornos, Vinho Tinto Seco, Fralda M, Papinha, Sabonete Líquido, Cerveja Artesanal, Shampoo, Cachaça, Vodka, Gin, Cerveja Zero Álcool, Pasta de Dente, Cerveja Lager",17,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Acompanhamentos"
T2043,2025-05-27 00:24:16.613879,"Sabonete Líquido, Creme de Barbear, Papinha, Fralda G",4,"Limpeza Pessoal, Bebês"
T2044,2025-04-24 04:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja",3,Grãos
T2045,2025-05-28 10:24:16.613879,"Pasta de Dente, Limpa Vidros, Álcool 70%",3,"Limpeza Pessoal, Limpeza Geral"
T2046,2025-01-26 11:24:16.613879,"Pasta de Amendoim, Cerveja IPA, Batata Chips, Castanha de Caju, Tábua de Queijos",5,"Cervejas, Acompanhamentos"
T2047,2025-01-28 00:24:16.613879,"Lenço Umedecido, Fralda M, Feijão Preto, Salgadinhos, Tequila, Cerveja IPA, Macarrão Penne, Creme de Barbear, Batata Chips",9,"Destilados, Massas, Limpeza Pessoal, Bebês, Cervejas, Grãos, Acompanhamentos"
T2048,2024-12-21 08:24:16.613879,"Cachaça, Rum, Vodka, Gin, Cerveja IPA, Castanha de Caju, Tábua de Queijos, Tequila",8,"Cervejas, Destilados, Acompanhamentos"
T2049,2024-12-25 02:24:16.613879,"Desinfetante, Farinha de Mandioca, Água Sanitária, Arroz Integral, Macarrão Penne, Feijão Carioca, Fio Dental",7,"Massas, Limpeza Pessoal, Grãos, Limpeza Pesada"
T2050,2024-12-23 05:24:16.613879,"Sabonete Líquido, Condicionador, Papinha, Fralda G, Pasta de Dente, Creme de Barbear",6,"Limpeza Pessoal, Bebês"
T2051,2025-04-14 07:24:16.613879,"Sabonete Líquido, Fralda M, Condicionador, Mamadeira, Fio Dental, Creme de Barbear, Leite em Pó",7,"Limpeza Pessoal, Bebês"
T2052,2025-02-12 02:24:16.613879,"Desinfetante, Limpa-Fornos, Multiuso, Saco de Lixo",4,"Limpeza Geral, Limpeza Pesada"
T2053,2025-03-20 06:24:16.613879,"Limpa-Fornos, Fio Dental, Fralda G, Chupeta, Cachaça, Fralda M, Feijão Preto, Lenço Umedecido, Fralda XG, Castanha de Caju, Shampoo, Tequila, Arroz Branco, Azeitona, Papinha, Rum, Cerveja IPA, Biscoito de Polvilho, Cerveja Zero Álcool, Torradas",20,"Destilados, Limpeza Pesada, Limpeza Pessoal, Bebês, Cervejas, Grãos, Acompanhamentos"
T2054,2025-01-30 09:24:16.613879,"Arroz Branco, Feijão Carioca, Cerveja Zero Álcool, Óleo de Soja",4,"Cervejas, Grãos"
T2055,2025-03-12 10:24:16.613879,"Amendoim, Vodka, Cerveja Pilsen, Whisky, Batata Chips",5,"Cervejas, Destilados, Acompanhamentos"
T2056,2024-12-31 04:24:16.613879,"Condicionador, Fralda G, Arroz Branco, Lenço Umedecido, Farinha de Trigo, Desentupidor, Limpa Vidros, Farinha de Mandioca, Rum, Inseticida, Biscoito de Polvilho, Cachaça, Pasta de Dente, Detergente Industrial, Grão-de-Bico, Batata Chips, Macarrão Espaguete, Saco de Lixo, Macarrão Instantâneo",19,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Grãos, Acompanhamentos"
T2057,2025-02-11 08:24:16.613879,"Pomada Assadura, Lenço Umedecido, Leite em Pó, Fralda P",4,Bebês
T2058,2025-05-06 09:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó",3,"Limpeza Geral, Limpeza Pesada"
T2059,2025-02-03 10:24:16.613879,"Gin, Tequila, Azeitona, Biscoito Salgado, Vodka, Grão-de-Bico",6,"Grãos, Destilados, Acompanhamentos"
T2060,2025-05-07 07:24:16.613879,"Álcool 70%, Limpa Vidros, Amaciante, Pasta de Dente, Saco de Lixo",5,"Limpeza Pessoal, Limpeza Geral"
T2061,2025-03-09 10:24:16.613879,"Cerveja IPA, Vinho Branco, Vinho Rosé, Inseticida, Vinho do Porto, Leite em Pó, Chupeta, Cerveja Lager, Pasta de Amendoim, Biscoito Salgado",10,"Limpeza Pesada, Vinhos, Bebês, Cervejas, Acompanhamentos"
T2062,2025-02-04 09:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja",3,Grãos
T2063,2025-01-20 07:24:16.613879,"Arroz Integral, Macarrão Espaguete, Lenço Umedecido, Limpa-Fornos, Mamadeira, Castanha de Caju, Sabonete Líquido, Multiuso, Pasta de Amendoim, Macarrão Penne, Torradas, Batata Chips, Farinha de Mandioca, Lentilha, Biscoito Salgado, Grão-de-Bico",16,"Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Grãos, Acompanhamentos"
T2064,2025-04-11 02:24:16.613879,"Biscoito Salgado, Cerveja IPA, Batata Chips, Castanha de Caju, Tábua de Queijos",5,"Cervejas, Acompanhamentos"
T2065,2025-01-01 04:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos",3,"Cervejas, Acompanhamentos"
T2066,2025-04-30 09:24:16.613879,"Azeitona, Tábua de Queijos, Biscoito de Polvilho, Cerveja Weiss",4,"Cervejas, Acompanhamentos"
T2067,2025-04-04 07:24:16.613879,"Cachaça, Grão-de-Bico, Feijão Carioca, Biscoito Salgado",4,"Grãos, Destilados, Acompanhamentos"
T2068,2025-01-31 09:24:16.613879,"Pão Francês, Manteiga, Farinha de Mandioca, Leite Integral, Farinha de Trigo",5,Massas
T2069,2025-04-08 06:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó",3,"Limpeza Geral, Limpeza Pesada"
T2070,2025-02-09 09:24:16.613879,"Desinfetante, Multiuso, Sabão em Pó, Saco de Lixo",4,"Limpeza Geral, Limpeza Pesada"
T2071,2025-03-14 02:24:16.613879,"Amendoim, Azeitona, Cerveja IPA, Batata Chips, Castanha de Caju, Tábua de Queijos",6,"Cervejas, Acompanhamentos"
T2072,2025-03-21 09:24:16.613879,"Arroz Branco, Feijão Carioca, Grão-de-Bico, Óleo de Soja",4,Grãos
T2073,2025-03-29 08:24:16.613879,"Tábua de Queijos, Whisky, Farinha de Trigo, Feijão Carioca, Torradas, Chupeta, Amaciante, Fralda P, Tequila, Pasta de Dente, Fralda G, Saco de Lixo, Lentilha, Espumante, Vinho Rosé, Cachaça, Leite em Pó, Vinho Branco, Pomada Assadura, Detergente Industrial",20,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Vinhos, Grãos, Acompanhamentos"
T2074,2025-01-19 12:24:16.613879,"Fralda P, Macarrão Espaguete, Pasta de Dente, Tequila, Pomada Assadura, Tábua de Queijos, Limpa-Fornos",7,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Bebês, Acompanhamentos"
T2075,2025-05-11 10:24:16.613879,"Limpa Vidros, Água Sanitária, Amaciante, Sabão em Pó, Saco de Lixo",5,"Limpeza Pesada, Limpeza Geral"
T2076,2025-06-08 06:24:16.613879,"Cerveja Pilsen, Rum, Pasta de Amendoim, Biscoito Salgado",4,"Cervejas, Destilados, Acompanhamentos"
T2077,2025-04-18 09:24:16.613879,"Fralda M, Biscoito Salgado, Vinho Tinto Seco, Farinha de Mandioca, Azeitona, Feijão Carioca, Cachaça",7,"Destilados, Massas, Vinhos, Bebês, Grãos, Acompanhamentos"
T2078,2025-01-14 10:24:16.613879,"Arroz Branco, Sabonete Líquido, Feijão Carioca, Condicionador, Óleo de Soja, Pasta de Dente, Shampoo",7,"Grãos, Limpeza Pessoal"
T2079,2025-02-27 03:24:16.613879,"Limpa-Fornos, Álcool 70%, Inseticida, Detergente Industrial, Limpa Vidros, Água Sanitária, Pasta de Dente, Desinfetante",8,"Limpeza Pessoal, Limpeza Geral, Limpeza Pesada"
T2080,2025-03-20 08:24:16.613879,"Vinho do Porto, Lentilha, Arroz Integral, Pasta de Dente, Whisky, Fralda G, Feijão Preto, Pomada Assadura, Amaciante, Macarrão Parafuso, Azeitona, Desinfetante, Biscoito de Polvilho, Arroz Branco, Chupeta, Inseticida, Espumante, Macarrão Penne, Grão-de-Bico, Biscoito Salgado",20,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Limpeza Geral, Grãos, Acompanhamentos"
T2081,2025-03-27 05:24:16.613879,"Pasta de Dente, Limpa Vidros, Álcool 70%",3,"Limpeza Pessoal, Limpeza Geral"
T2082,2025-01-25 05:24:16.613879,"Arroz Branco, Feijão Carioca, Álcool 70%, Limpa Vidros, Óleo de Soja, Multiuso, Amaciante",7,"Grãos, Limpeza Geral"
T2083,2025-04-11 08:24:16.613879,"Lenço Umedecido, Fralda XG, Fralda P, Papinha, Pomada Assadura",5,Bebês
T2084,2025-04-08 07:24:16.613879,"Amendoim, Cerveja Weiss, Arroz Integral, Chupeta, Limpa-Fornos, Fralda XG, Rum, Saco de Lixo, Detergente Industrial, Biscoito de Polvilho",10,"Destilados, Limpeza Pesada, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T2085,2025-04-17 02:24:16.613879,"Gin, Arroz Integral, Shampoo, Macarrão Parafuso, Cerveja IPA, Leite em Pó, Cerveja Pilsen, Macarrão Espaguete, Macarrão Instantâneo, Água Sanitária",10,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Bebês, Cervejas, Grãos"
T2086,2025-04-30 09:24:16.613879,"Sabonete Líquido, Condicionador, Papinha, Fralda G, Fio Dental, Creme de Barbear, Shampoo",7,"Limpeza Pessoal, Bebês"
T2087,2025-01-17 04:24:16.613879,"Água Sanitária, Vinho Rosé, Pasta de Dente, Lentilha, Espumante, Batata Chips, Fio Dental, Fralda G, Mamadeira, Limpa-Fornos, Tábua de Queijos, Vinho Branco, Torradas, Limpa Vidros, Desinfetante, Chupeta, Condicionador",17,"Limpeza Pesada, Limpeza Pessoal, Vinhos, Bebês, Limpeza Geral, Grãos, Acompanhamentos"
T2088,2024-12-23 09:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó",3,"Limpeza Geral, Limpeza Pesada"
T2089,2024-12-29 02:24:16.613879,"Sabonete Líquido, Fralda M, Papinha, Fralda G, Pomada Assadura",5,"Limpeza Pessoal, Bebês"
T2090,2025-05-11 09:24:16.613879,"Leite Integral, Pão Francês, Manteiga",3,
T2091,2025-02-28 06:24:16.613879,Azeitona,1,Acompanhamentos
T2092,2024-12-31 03:24:16.613879,"Farinha de Mandioca, Vinho Branco, Fralda M, Cerveja Pilsen, Leite em Pó, Arroz Integral, Chupeta, Papinha, Macarrão Parafuso, Vinho Tinto Seco, Arroz Branco, Desentupidor",12,"Limpeza Pesada, Massas, Vinhos, Bebês, Cervejas, Grãos"
T2093,2025-01-17 08:24:16.613879,"Limpa Vidros, Multiuso, Amaciante, Desinfetante, Saco de Lixo",5,"Limpeza Pesada, Limpeza Geral"
T2094,2025-04-14 05:24:16.613879,"Leite Integral, Pão Francês, Manteiga, Cerveja IPA",4,Cervejas
T2095,2025-01-01 08:24:16.613879,"Cerveja Pilsen, Fralda P",2,"Cervejas, Bebês"
T2096,2025-03-22 11:24:16.613879,"Sabonete Líquido, Fralda M, Condicionador, Mamadeira, Fio Dental, Pasta de Dente, Creme de Barbear, Leite em Pó",8,"Limpeza Pessoal, Bebês"
T2097,2025-01-03 08:24:16.613879,"Álcool 70%, Limpa Vidros, Água Sanitária, Multiuso, Amaciante, Sabão em Pó",6,"Limpeza Pesada, Limpeza Geral"
T2098,2025-05-05 05:24:16.613879,Espumante,1,Vinhos
T2099,2025-02-11 11:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja",3,Grãos
T2100,2025-03-06 10:24:16.613879,"Desinfetante, Multiuso, Saco de Lixo",3,"Limpeza Geral, Limpeza Pesada"
T2101,2025-04-02 11:24:16.613879,"Vinho do Porto, Cerveja Zero Álcool, Shampoo, Macarrão Espaguete, Amendoim, Desentupidor, Tábua de Queijos, Fralda P, Leite em Pó",9,"Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Acompanhamentos"
T2102,2025-01-21 23:24:16.613879,"Água Sanitária, Cerveja Artesanal, Saco de Lixo, Batata Chips, Shampoo, Sabonete Líquido",6,"Limpeza Pesada, Limpeza Pessoal, Limpeza Geral, Cervejas, Acompanhamentos"
T2103,2025-02-06 02:24:16.613879,"Condicionador, Lenço Umedecido, Fralda P, Fio Dental, Pasta de Dente, Pomada Assadura, Shampoo",7,"Limpeza Pessoal, Bebês"
T2104,2024-12-28 04:24:16.613879,"Amendoim, Tábua de Queijos, Cerveja Pilsen, Batata Chips",4,"Cervejas, Acompanhamentos"
T2105,2025-02-16 11:24:16.613879,"Sabonete Líquido, Condicionador, Papinha, Fralda G, Fio Dental, Creme de Barbear",6,"Limpeza Pessoal, Bebês"
T2106,2025-01-10 09:24:16.613879,"Amendoim, Azeitona, Cerveja Pilsen, Batata Chips",4,"Cervejas, Acompanhamentos"
T2107,2025-05-22 00:24:16.613879,"Pasta de Dente, Amaciante, Limpa Vidros, Álcool 70%",4,"Limpeza Pessoal, Limpeza Geral"
T2108,2025-01-07 07:24:16.613879,"Azeitona, Biscoito de Polvilho, Batata Chips, Cerveja Weiss",4,"Cervejas, Acompanhamentos"
T2109,2025-02-28 09:24:16.613879,"Limpa-Fornos, Pasta de Dente, Limpa Vidros, Álcool 70%",4,"Limpeza Pessoal, Limpeza Geral, Limpeza Pesada"
T2110,2025-03-19 09:24:16.613879,"Limpa-Fornos, Inseticida, Detergente Industrial, Água Sanitária, Amaciante, Sabão em Pó, Desinfetante",7,"Limpeza Geral, Limpeza Pesada"
T2111,2025-03-17 12:24:16.613879,"Vinho Tinto Seco, Condicionador, Vinho Rosé, Inseticida, Lenço Umedecido, Salgadinhos, Detergente Industrial, Cerveja Zero Álcool, Fralda M, Cerveja Artesanal, Cerveja Lager",11,"Limpeza Pesada, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Acompanhamentos"
T2112,2025-01-13 10:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja",3,Grãos
T2113,2025-03-07 07:24:16.613879,"Lenço Umedecido, Fralda XG, Fralda P, Papinha, Pomada Assadura",5,Bebês
T2114,2025-02-10 02:24:16.613879,"Vinho Rosé, Lentilha, Espumante, Álcool 70%, Desinfetante, Biscoito Salgado, Amaciante, Condicionador, Papinha, Fralda G",10,"Limpeza Pesada, Limpeza Pessoal, Bebês, Limpeza Geral, Vinhos, Grãos, Acompanhamentos"
T2115,2025-04-30 08:24:16.613879,"Arroz Branco, Feijão Carioca, Cerveja Weiss, Óleo de Soja",4,"Cervejas, Grãos"
T2116,2025-01-07 03:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos, Vodka",4,"Cervejas, Destilados, Acompanhamentos"
T2117,2025-02-03 08:24:16.613879,"Álcool 70%, Limpa Vidros, Multiuso, Sabão em Pó, Desinfetante, Saco de Lixo",6,"Limpeza Pesada, Limpeza Geral"
T2118,2025-04-11 02:24:16.613879,"Álcool 70%, Detergente Industrial, Limpa Vidros, Água Sanitária, Pasta de Dente, Desinfetante",6,"Limpeza Pesada, Limpeza Pessoal, Limpeza Geral"
T2119,2025-04-04 05:24:16.613879,"Amendoim, Pasta de Amendoim, Cerveja Pilsen, Batata Chips",4,"Cervejas, Acompanhamentos"
T2120,2025-01-17 03:24:16.613879,"Inseticida, Fralda M, Macarrão Espaguete, Vodka, Macarrão Penne, Pomada Assadura, Papinha",7,"Massas, Destilados, Limpeza Pesada, Bebês"
